Survey,Year,Julian,Site,Block,Treatment,TotalHa,TBA,Richness,simp.ind,Simp1
11084,2011,157,Bass5,Basswood,10% prairie strips,1.31,1,1,1,2
11085,2011,157,Bass6,Basswood,0% prairie,0.81,0,0,0,1
11086,2011,157,Int1,Interim,10% prairie strips,3.1,16,6,4.129032258,5.129032258
11087,2011,157,Int2,Interim,10% prairie bottom,3.24,8,4,2.909090909,3.909090909
11088,2011,157,Int3,Interim,0% prairie,0.61,2,1,1,2
11089,2011,157,Orb1,Orbweaver,10% prairie bottom,1.25,8,4,2.909090909,3.909090909
11090,2011,157,Orb2,Orbweaver,20% prairie strips,2.51,6,4,3.6,4.6
11091,2011,157,Orb3,Orbweaver,0% prairie,1.24,1,1,1,2
11092,2011,158,Int1,Interim,10% prairie strips,3.1,7,4,3,4
11093,2011,158,Int2,Interim,10% prairie bottom,3.24,9,5,4.5,5.5
11094,2011,158,Int3,Interim,0% prairie,0.61,7,2,1.689655172,2.689655172
11095,2011,158,Orb1,Orbweaver,10% prairie bottom,1.25,4,2,1.8,2.8
11096,2011,158,Orb2,Orbweaver,20% prairie strips,2.51,6,4,3.6,4.6
11097,2011,158,Orb3,Orbweaver,0% prairie,1.24,4,3,1.8,2.8
11098,2011,167,Bass1,Basswood,10% prairie bottom,0.55,0,0,0,1
11099,2011,167,Bass2,Basswood,10% prairie strips,0.56,2,2,2,3
11100,2011,167,Bass3,Basswood,20% prairie strips,0.57,4,3,2.666666667,3.666666667
11101,2011,167,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
11102,2011,167,Bass5,Basswood,10% prairie strips,1.31,1,1,1,2
11103,2011,167,Bass6,Basswood,0% prairie,0.81,0,0,0,1
11104,2011,167,Bass7,Basswood,100% prairie,0.49,0,0,0,1
11105,2011,167,Int1,Interim,10% prairie strips,3.1,8,4,2.909090909,3.909090909
11106,2011,167,Int2,Interim,10% prairie bottom,3.24,14,7,3.379310345,4.379310345
11107,2011,167,Int3,Interim,0% prairie,0.61,1,1,1,2
11108,2011,167,Int4,Interim,100% prairie,1.29,2,1,1,2
11109,2011,167,Orb1,Orbweaver,10% prairie bottom,1.25,8,4,3.555555556,4.555555556
11110,2011,167,Orb2,Orbweaver,20% prairie strips,2.51,7,4,3.266666667,4.266666667
11111,2011,167,Orb3,Orbweaver,0% prairie,1.24,6,3,2.777777778,3.777777778
11112,2011,167,TV,Orbweaver,100% prairie,1.12,2,1,1,2
11113,2011,169,Int1,Interim,10% prairie strips,3.1,17,6,2.979381443,3.979381443
11114,2011,169,Int2,Interim,10% prairie bottom,3.24,21,8,5.444444444,6.444444444
11115,2011,169,Int3,Interim,0% prairie,0.61,9,3,1.975609756,2.975609756
11116,2011,169,Int4,Interim,100% prairie,1.29,3,1,1,2
11117,2011,169,Orb1,Orbweaver,10% prairie bottom,1.25,3,2,1.8,2.8
11118,2011,169,Orb2,Orbweaver,20% prairie strips,2.51,13,7,5.142857143,6.142857143
11119,2011,169,Orb3,Orbweaver,0% prairie,1.24,6,4,3.6,4.6
11120,2011,169,TV,Orbweaver,100% prairie,1.12,2,1,1,2
11121,2011,175,Bass1,Basswood,10% prairie bottom,0.55,6,3,2,3
11122,2011,175,Bass2,Basswood,10% prairie strips,0.56,5,3,2.272727273,3.272727273
11123,2011,175,Bass3,Basswood,20% prairie strips,0.57,2,1,1,2
11124,2011,175,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
11125,2011,175,Bass5,Basswood,10% prairie strips,1.31,4,3,2.666666667,3.666666667
11126,2011,175,Bass6,Basswood,0% prairie,0.81,0,0,0,1
11127,2011,175,Bass7,Basswood,100% prairie,0.49,1,1,1,2
11128,2011,175,Int1,Interim,10% prairie strips,3.1,13,8,6.76,7.76
11129,2011,175,Int2,Interim,10% prairie bottom,3.24,12,4,3.428571429,4.428571429
11130,2011,175,Int3,Interim,0% prairie,0.61,5,1,1,2
11131,2011,175,Int4,Interim,100% prairie,1.29,5,2,1.470588235,2.470588235
11132,2011,175,Orb1,Orbweaver,10% prairie bottom,1.25,7,6,4.5,5.5
11133,2011,175,Orb2,Orbweaver,20% prairie strips,2.51,9,5,3.6,4.6
11134,2011,175,Orb3,Orbweaver,0% prairie,1.24,2,2,2,3
11135,2011,175,TV,Orbweaver,100% prairie,1.12,2,2,2,3
11136,2011,179,Bass1,Basswood,10% prairie bottom,0.55,2,2,2,3
11137,2011,179,Bass2,Basswood,10% prairie strips,0.56,5,3,2.666666667,3.666666667
11138,2011,179,Bass3,Basswood,20% prairie strips,0.57,9,4,2.612903226,3.612903226
11139,2011,179,Bass4,Basswood,20% prairie strips,0.61,2,1,1,2
11140,2011,179,Bass5,Basswood,10% prairie strips,1.31,6,2,2,3
11141,2011,179,Bass6,Basswood,0% prairie,0.81,0,0,0,1
11142,2011,179,Bass7,Basswood,100% prairie,0.49,0,0,0,1
11143,2011,179,Int1,Interim,10% prairie strips,3.1,12,5,3.789473684,4.789473684
11144,2011,179,Int2,Interim,10% prairie bottom,3.24,12,5,4.5,5.5
11145,2011,179,Int3,Interim,0% prairie,0.61,7,2,1.324324324,2.324324324
11146,2011,179,Int4,Interim,100% prairie,1.29,14,5,2.770491803,3.770491803
11147,2011,179,Orb1,Orbweaver,10% prairie bottom,1.25,5,5,4,5
11148,2011,179,Orb2,Orbweaver,20% prairie strips,2.51,12,4,3.6,4.6
11149,2011,179,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
11150,2011,179,TV,Orbweaver,100% prairie,1.12,2,2,2,3
11151,2011,180,Bass1,Basswood,10% prairie bottom,0.55,5,2,1.923076923,2.923076923
11152,2011,180,Bass2,Basswood,10% prairie strips,0.56,5,3,2.272727273,3.272727273
11153,2011,180,Bass3,Basswood,20% prairie strips,0.57,1,1,1,2
11154,2011,180,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
11155,2011,180,Bass5,Basswood,10% prairie strips,1.31,1,1,1,2
11156,2011,180,Bass6,Basswood,0% prairie,0.81,0,0,0,1
11157,2011,180,Bass7,Basswood,100% prairie,0.49,3,2,1.8,2.8
11158,2011,180,Int1,Interim,10% prairie strips,3.1,20,7,4.456790123,5.456790123
11159,2011,180,Int2,Interim,10% prairie bottom,3.24,15,5,3.68852459,4.68852459
11160,2011,180,Int3,Interim,0% prairie,0.61,2,1,1,2
11161,2011,180,Int4,Interim,100% prairie,1.29,4,2,1.6,2.6
11162,2011,180,Orb1,Orbweaver,10% prairie bottom,1.25,5,3,2.777777778,3.777777778
11163,2011,180,Orb2,Orbweaver,20% prairie strips,2.51,15,5,3.813559322,4.813559322
11164,2011,180,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
11165,2011,180,TV,Orbweaver,100% prairie,1.12,4,2,2,3
11166,2011,182,Bass1,Basswood,10% prairie bottom,0.55,6,5,4.5,5.5
11167,2011,182,Bass2,Basswood,10% prairie strips,0.56,4,2,1.8,2.8
11168,2011,182,Bass3,Basswood,20% prairie strips,0.57,3,2,1.8,2.8
11169,2011,182,Bass4,Basswood,20% prairie strips,0.61,8,5,3.769230769,4.769230769
11170,2011,182,Bass5,Basswood,10% prairie strips,1.31,4,3,2.666666667,3.666666667
11171,2011,182,Bass6,Basswood,0% prairie,0.81,0,0,0,1
11172,2011,182,Bass7,Basswood,100% prairie,0.49,0,0,0,1
11173,2011,182,Int1,Interim,10% prairie strips,3.1,16,6,4.12195122,5.12195122
11174,2011,182,Int2,Interim,10% prairie bottom,3.24,9,4,3,4
11175,2011,182,Int3,Interim,0% prairie,0.61,4,2,1,2
11176,2011,182,Int4,Interim,100% prairie,1.29,7,3,2,3
11177,2011,182,Orb1,Orbweaver,10% prairie bottom,1.25,11,5,4.545454545,5.545454545
11178,2011,182,Orb2,Orbweaver,20% prairie strips,2.51,13,4,2.482758621,3.482758621
11179,2011,182,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
11180,2011,182,TV,Orbweaver,100% prairie,1.12,4,2,1.8,2.8
11181,2011,186,Bass1,Basswood,10% prairie bottom,0.55,0,0,0,1
11182,2011,186,Bass2,Basswood,10% prairie strips,0.56,2,2,2,3
11183,2011,186,Bass3,Basswood,20% prairie strips,0.57,2,2,2,3
11184,2011,186,Bass4,Basswood,20% prairie strips,0.61,3,3,3,4
11185,2011,186,Bass5,Basswood,10% prairie strips,1.31,7,3,2.578947368,3.578947368
11186,2011,186,Bass6,Basswood,0% prairie,0.81,0,0,0,1
11187,2011,186,Bass7,Basswood,100% prairie,0.49,3,1,1,2
11188,2011,186,Int1,Interim,10% prairie strips,3.1,11,6,4.172413793,5.172413793
11189,2011,186,Int2,Interim,10% prairie bottom,3.24,19,6,1.939597315,2.939597315
11190,2011,186,Int3,Interim,0% prairie,0.61,4,4,4,5
11191,2011,186,Int4,Interim,100% prairie,1.29,10,3,1.975609756,2.975609756
11192,2011,186,Orb1,Orbweaver,10% prairie bottom,1.25,6,3,2.666666667,3.666666667
11193,2011,186,Orb2,Orbweaver,20% prairie strips,2.51,5,3,2.777777778,3.777777778
11194,2011,186,Orb3,Orbweaver,0% prairie,1.24,1,1,1,2
11195,2011,186,TV,Orbweaver,100% prairie,1.12,3,2,1.8,2.8
11196,2011,193,Bass1,Basswood,10% prairie bottom,0.55,0,0,0,1
11197,2011,193,Bass2,Basswood,10% prairie strips,0.56,3,1,1,2
11198,2011,193,Bass3,Basswood,20% prairie strips,0.57,2,2,1,2
11199,2011,193,Bass4,Basswood,20% prairie strips,0.61,5,3,2.777777778,3.777777778
11200,2011,193,Bass5,Basswood,10% prairie strips,1.31,3,3,3,4
11201,2011,193,Bass6,Basswood,0% prairie,0.81,0,0,0,1
11202,2011,193,Bass7,Basswood,100% prairie,0.49,0,0,0,1
11203,2011,193,Orb1,Orbweaver,10% prairie bottom,1.25,3,2,1.8,2.8
11204,2011,193,Orb2,Orbweaver,20% prairie strips,2.51,15,4,3.789473684,4.789473684
11205,2011,193,Orb3,Orbweaver,0% prairie,1.24,3,1,1,2
11206,2011,193,TV,Orbweaver,100% prairie,1.12,3,2,2,3
11207,2011,195,Bass1,Basswood,10% prairie bottom,0.55,1,1,1,2
11208,2011,195,Bass2,Basswood,10% prairie strips,0.56,2,2,1,2
11209,2011,195,Bass3,Basswood,20% prairie strips,0.57,0,0,0,1
11210,2011,195,Bass4,Basswood,20% prairie strips,0.61,3,2,1.8,2.8
11211,2011,195,Bass5,Basswood,10% prairie strips,1.31,4,2,1.6,2.6
11212,2011,195,Bass6,Basswood,0% prairie,0.81,3,1,1,2
11213,2011,195,Bass7,Basswood,100% prairie,0.49,0,0,0,1
11214,2011,195,Int1,Interim,10% prairie strips,3.1,9,6,5.333333333,6.333333333
11215,2011,195,Int2,Interim,10% prairie bottom,3.24,6,2,1.384615385,2.384615385
11216,2011,195,Int3,Interim,0% prairie,0.61,2,2,2,3
11217,2011,195,Int4,Interim,100% prairie,1.29,8,3,2.333333333,3.333333333
11218,2011,195,Orb1,Orbweaver,10% prairie bottom,1.25,8,3,2.461538462,3.461538462
11219,2011,195,Orb2,Orbweaver,20% prairie strips,2.51,13,4,3.448979592,4.448979592
11220,2011,195,Orb3,Orbweaver,0% prairie,1.24,1,1,1,2
11221,2011,195,TV,Orbweaver,100% prairie,1.12,3,3,3,4
11222,2011,196,Bass1,Basswood,10% prairie bottom,0.55,5,2,1.8,2.8
11223,2011,196,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
11224,2011,196,Bass3,Basswood,20% prairie strips,0.57,0,0,0,1
11225,2011,196,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
11226,2011,196,Bass5,Basswood,10% prairie strips,1.31,6,4,2.666666667,3.666666667
11227,2011,196,Bass6,Basswood,0% prairie,0.81,0,0,0,1
11228,2011,196,Bass7,Basswood,100% prairie,0.49,2,1,1,2
11229,2011,196,Int1,Interim,10% prairie strips,3.1,22,6,5.254545455,6.254545455
11230,2011,196,Int2,Interim,10% prairie bottom,3.24,9,2,1.528301887,2.528301887
11231,2011,196,Int3,Interim,0% prairie,0.61,4,3,2.666666667,3.666666667
11232,2011,196,Int4,Interim,100% prairie,1.29,3,1,1,2
11234,2011,196,Orb2,Orbweaver,20% prairie strips,2.51,10,3,2.793103448,3.793103448
11235,2011,196,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
11236,2011,196,TV,Orbweaver,100% prairie,1.12,2,2,2,3
11237,2011,199,Bass1,Basswood,10% prairie bottom,0.55,2,2,2,3
11238,2011,199,Bass2,Basswood,10% prairie strips,0.56,3,2,1.8,2.8
11239,2011,199,Bass3,Basswood,20% prairie strips,0.57,0,0,0,1
11240,2011,199,Bass4,Basswood,20% prairie strips,0.61,0,0,0,1
11241,2011,199,Bass5,Basswood,10% prairie strips,1.31,8,5,4.571428571,5.571428571
11242,2011,199,Bass6,Basswood,0% prairie,0.81,1,1,1,2
11243,2011,199,Bass7,Basswood,100% prairie,0.49,3,1,1,2
11244,2011,199,Int1,Interim,10% prairie strips,3.1,18,7,3.368421053,4.368421053
11245,2011,199,Int2,Interim,10% prairie bottom,3.24,10,4,1.923076923,2.923076923
11246,2011,199,Int3,Interim,0% prairie,0.61,3,2,1.8,2.8
11247,2011,199,Int4,Interim,100% prairie,1.29,4,1,1,2
11248,2011,199,Orb1,Orbweaver,10% prairie bottom,1.25,1,1,1,2
11249,2011,199,Orb2,Orbweaver,20% prairie strips,2.51,9,3,2.793103448,3.793103448
11250,2011,199,Orb3,Orbweaver,0% prairie,1.24,1,1,1,2
11251,2011,199,TV,Orbweaver,100% prairie,1.12,1,1,1,2
11252,2011,200,Bass7,Basswood,100% prairie,0.49,4,3,2.666666667,3.666666667
11253,2011,200,Orb1,Orbweaver,10% prairie bottom,1.25,10,6,6,7
11254,2011,200,Orb2,Orbweaver,20% prairie strips,2.51,18,5,4.413793103,5.413793103
11255,2011,200,Orb3,Orbweaver,0% prairie,1.24,1,1,1,2
11256,2011,200,TV,Orbweaver,100% prairie,1.12,1,1,1,2
11257,2011,202,Int1,Interim,10% prairie strips,3.1,15,6,4.666666667,5.666666667
11258,2011,202,Int2,Interim,10% prairie bottom,3.24,10,5,3.52173913,4.52173913
11259,2011,202,Int3,Interim,0% prairie,0.61,4,3,3,4
11260,2011,202,Int4,Interim,100% prairie,1.29,9,5,2.578947368,3.578947368
11261,2011,202,Orb1,Orbweaver,10% prairie bottom,1.25,3,3,3,4
11262,2011,202,Orb2,Orbweaver,20% prairie strips,2.51,6,2,2,3
11263,2011,202,Orb3,Orbweaver,0% prairie,1.24,2,1,1,2
11264,2011,202,TV,Orbweaver,100% prairie,1.12,3,3,2,3
11265,2011,206,Bass1,Basswood,10% prairie bottom,0.55,4,2,1.6,2.6
11266,2011,206,Bass2,Basswood,10% prairie strips,0.56,2,2,2,3
11267,2011,206,Bass3,Basswood,20% prairie strips,0.57,5,4,3,4
11268,2011,206,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
11269,2011,206,Bass5,Basswood,10% prairie strips,1.31,7,4,3.266666667,4.266666667
11270,2011,206,Bass6,Basswood,0% prairie,0.81,2,1,1,2
11271,2011,206,Bass7,Basswood,100% prairie,0.49,2,2,2,3
11272,2011,206,Int1,Interim,10% prairie strips,3.1,24,4,3.278688525,4.278688525
11273,2011,206,Int2,Interim,10% prairie bottom,3.24,20,5,4.129032258,5.129032258
11274,2011,206,Int3,Interim,0% prairie,0.61,0,0,0,1
11275,2011,206,Int4,Interim,100% prairie,1.29,11,5,3.903225806,4.903225806
11276,2011,206,Orb2,Orbweaver,20% prairie strips,2.51,9,3,2.314285714,3.314285714
11277,2011,206,Orb3,Orbweaver,0% prairie,1.24,1,1,1,2
11278,2011,206,TV,Orbweaver,100% prairie,1.12,2,2,2,3
11279,2011,207,Bass1,Basswood,10% prairie bottom,0.55,1,1,1,2
11280,2011,207,Bass2,Basswood,10% prairie strips,0.56,3,3,3,4
11281,2011,207,Bass3,Basswood,20% prairie strips,0.57,3,2,2,3
11282,2011,207,Bass4,Basswood,20% prairie strips,0.61,2,2,2,3
11283,2011,207,Bass5,Basswood,10% prairie strips,1.31,8,4,3.555555556,4.555555556
11284,2011,207,Bass6,Basswood,0% prairie,0.81,2,1,1,2
11285,2011,207,Bass7,Basswood,100% prairie,0.49,2,2,2,3
11286,2011,207,Int1,Interim,10% prairie strips,3.1,33,9,4.805714286,5.805714286
11287,2011,207,Int2,Interim,10% prairie bottom,3.24,11,6,5,6
11288,2011,207,Int3,Interim,0% prairie,0.61,6,3,2.777777778,3.777777778
11289,2011,207,Int4,Interim,100% prairie,1.29,10,4,2.941176471,3.941176471
11290,2011,207,Orb1,Orbweaver,10% prairie bottom,1.25,4,2,1,2
11291,2011,207,Orb2,Orbweaver,20% prairie strips,2.51,7,2,2,3
11292,2011,207,Orb3,Orbweaver,0% prairie,1.24,1,1,1,2
11293,2011,207,TV,Orbweaver,100% prairie,1.12,1,1,1,2
11294,2011,208,Bass1,Basswood,10% prairie bottom,0.55,1,1,1,2
11295,2011,208,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
11296,2011,208,Bass3,Basswood,20% prairie strips,0.57,3,2,1.8,2.8
11297,2011,208,Bass4,Basswood,20% prairie strips,0.61,8,4,3.6,4.6
11298,2011,208,Bass5,Basswood,10% prairie strips,1.31,10,6,5.555555556,6.555555556
11300,2011,208,Bass7,Basswood,100% prairie,0.49,2,1,1,2
11301,2011,208,Int1,Interim,10% prairie strips,3.1,16,4,3.428571429,4.428571429
11302,2011,208,Int2,Interim,10% prairie bottom,3.24,9,5,4.571428571,5.571428571
11303,2011,208,Int3,Interim,0% prairie,0.61,6,4,3,4
11304,2011,208,Int4,Interim,100% prairie,1.29,4,2,1.6,2.6
11305,2011,208,Orb1,Orbweaver,10% prairie bottom,1.25,7,3,2.666666667,3.666666667
11306,2011,208,Orb2,Orbweaver,20% prairie strips,2.51,7,2,1.689655172,2.689655172
11308,2011,208,TV,Orbweaver,100% prairie,1.12,3,2,1.8,2.8
12001,2012,132,Bass1,Basswood,10% prairie bottom,0.55,0,0,0,1
12002,2012,132,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
12003,2012,132,Bass3,Basswood,20% prairie strips,0.57,1,1,1,2
12004,2012,132,Bass4,Basswood,20% prairie strips,0.61,5,3,2.777777778,3.777777778
12005,2012,132,Bass5,Basswood,10% prairie strips,1.31,1,1,1,2
12006,2012,132,Bass6,Basswood,0% prairie,0.81,0,0,0,1
12007,2012,132,Bass7,Basswood,100% prairie,0.49,0,0,0,1
12008,2012,132,Orb1,Orbweaver,10% prairie bottom,1.25,3,2,2,3
12009,2012,132,Orb2,Orbweaver,20% prairie strips,2.51,14,8,5.827586207,6.827586207
12010,2012,132,Orb3,Orbweaver,0% prairie,1.24,5,2,1.8,2.8
12011,2012,132,TV,Orbweaver,100% prairie,1.12,1,1,1,2
12012,2012,138,Bass1,Basswood,10% prairie bottom,0.55,2,1,1,2
12013,2012,138,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
12015,2012,138,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
12016,2012,138,Bass5,Basswood,10% prairie strips,1.31,7,3,2.571428571,3.571428571
12017,2012,138,Bass6,Basswood,0% prairie,0.81,0,0,0,1
12018,2012,138,Bass7,Basswood,100% prairie,0.49,3,1,1,2
12019,2012,138,Int1,Interim,10% prairie strips,3.1,8,4,3.2,4.2
12020,2012,138,Int2,Interim,10% prairie bottom,3.24,6,4,3.571428571,4.571428571
12021,2012,138,Int3,Interim,0% prairie,0.61,2,2,1,2
12022,2012,138,Int4,Interim,100% prairie,1.29,7,5,4.5,5.5
12023,2012,138,Orb1,Orbweaver,10% prairie bottom,1.25,1,1,1,2
12024,2012,138,Orb2,Orbweaver,20% prairie strips,2.51,5,3,2.272727273,3.272727273
12025,2012,138,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
12026,2012,138,TV,Orbweaver,100% prairie,1.12,2,2,2,3
12027,2012,146,Bass1,Basswood,10% prairie bottom,0.55,1,1,1,2
12028,2012,146,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
12029,2012,146,Bass3,Basswood,20% prairie strips,0.57,7,4,3.769230769,4.769230769
12030,2012,146,Bass4,Basswood,20% prairie strips,0.61,6,2,2,3
12031,2012,146,Bass5,Basswood,10% prairie strips,1.31,2,1,1,2
12032,2012,146,Bass6,Basswood,0% prairie,0.81,0,0,0,1
12033,2012,146,Bass7,Basswood,100% prairie,0.49,3,2,2,3
12034,2012,146,Int1,Interim,10% prairie strips,3.1,14,7,6,7
12035,2012,146,Int2,Interim,10% prairie bottom,3.24,14,6,4.333333333,5.333333333
12036,2012,146,Int3,Interim,0% prairie,0.61,0,0,0,1
12037,2012,146,Int4,Interim,100% prairie,1.29,6,4,3,4
12038,2012,146,Orb1,Orbweaver,10% prairie bottom,1.25,1,1,1,2
12039,2012,146,Orb2,Orbweaver,20% prairie strips,2.51,7,4,2.578947368,3.578947368
12040,2012,146,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
12041,2012,146,TV,Orbweaver,100% prairie,1.12,7,3,2.882352941,3.882352941
12042,2012,153,Bass1,Basswood,10% prairie bottom,0.55,1,1,1,2
12043,2012,153,Bass2,Basswood,10% prairie strips,0.56,3,2,1.8,2.8
12044,2012,153,Bass3,Basswood,20% prairie strips,0.57,1,1,1,2
12045,2012,153,Bass4,Basswood,20% prairie strips,0.61,1,1,1,2
12046,2012,153,Bass5,Basswood,10% prairie strips,1.31,7,4,3.6,4.6
12047,2012,153,Bass6,Basswood,0% prairie,0.81,1,1,1,2
12048,2012,153,Bass7,Basswood,100% prairie,0.49,0,0,0,1
12049,2012,153,Int1,Interim,10% prairie strips,3.1,18,7,5.452830189,6.452830189
12050,2012,153,Int2,Interim,10% prairie bottom,3.24,10,5,3.125,4.125
12051,2012,153,Int3,Interim,0% prairie,0.61,3,1,1,2
12052,2012,153,Int4,Interim,100% prairie,1.29,9,5,3.52173913,4.52173913
12053,2012,153,Orb1,Orbweaver,10% prairie bottom,1.25,7,3,2.777777778,3.777777778
12054,2012,153,Orb2,Orbweaver,20% prairie strips,2.51,9,6,3.857142857,4.857142857
12055,2012,153,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
12056,2012,153,TV,Orbweaver,100% prairie,1.12,3,2,1.8,2.8
12057,2012,160,Bass1,Basswood,10% prairie bottom,0.55,2,1,1,2
12058,2012,160,Bass2,Basswood,10% prairie strips,0.56,2,1,1,2
12059,2012,160,Bass3,Basswood,20% prairie strips,0.57,1,1,1,2
12060,2012,160,Bass4,Basswood,20% prairie strips,0.61,0,0,0,1
12061,2012,160,Bass5,Basswood,10% prairie strips,1.31,4,2,2,3
12062,2012,160,Bass6,Basswood,0% prairie,0.81,0,0,0,1
12063,2012,160,Bass7,Basswood,100% prairie,0.49,2,2,2,3
12064,2012,160,Int1,Interim,10% prairie strips,3.1,15,6,4.9,5.9
12065,2012,160,Int2,Interim,10% prairie bottom,3.24,8,4,2.578947368,3.578947368
12066,2012,160,Int3,Interim,0% prairie,0.61,0,0,0,1
12067,2012,160,Int4,Interim,100% prairie,1.29,6,3,2.571428571,3.571428571
12068,2012,160,Orb1,Orbweaver,10% prairie bottom,1.25,6,3,2.777777778,3.777777778
12069,2012,160,Orb2,Orbweaver,20% prairie strips,2.51,14,5,3.6,4.6
12070,2012,160,Orb3,Orbweaver,0% prairie,1.24,2,1,1,2
12071,2012,160,TV,Orbweaver,100% prairie,1.12,4,3,1.8,2.8
12072,2012,176,Bass1,Basswood,10% prairie bottom,0.55,3,2,1.8,2.8
12073,2012,176,Bass2,Basswood,10% prairie strips,0.56,1,1,1,2
12074,2012,176,Bass3,Basswood,20% prairie strips,0.57,2,1,1,2
12075,2012,176,Bass4,Basswood,20% prairie strips,0.61,4,3,2.666666667,3.666666667
12076,2012,176,Bass5,Basswood,10% prairie strips,1.31,5,2,2,3
12077,2012,176,Bass6,Basswood,0% prairie,0.81,0,0,0,1
12078,2012,176,Bass7,Basswood,100% prairie,0.49,3,2,1.8,2.8
12079,2012,176,Int1,Interim,10% prairie strips,3.1,14,5,3.755555556,4.755555556
12080,2012,176,Int2,Interim,10% prairie bottom,3.24,8,3,2.882352941,3.882352941
12081,2012,176,Int3,Interim,0% prairie,0.61,3,1,1,2
12082,2012,176,Int4,Interim,100% prairie,1.29,6,1,1,2
12083,2012,176,Orb1,Orbweaver,10% prairie bottom,1.25,8,4,3.6,4.6
12084,2012,176,Orb2,Orbweaver,20% prairie strips,2.51,8,3,2.666666667,3.666666667
12085,2012,176,Orb3,Orbweaver,0% prairie,1.24,2,1,1,2
12086,2012,176,TV,Orbweaver,100% prairie,1.12,5,4,4,5
12087,2012,179,Int1,Interim,10% prairie strips,3.1,12,4,2.666666667,3.666666667
12088,2012,179,Int2,Interim,10% prairie bottom,3.24,8,3,2.333333333,3.333333333
12089,2012,179,Int3,Interim,0% prairie,0.61,2,1,1,2
12090,2012,179,Int4,Interim,100% prairie,1.29,3,1,1,2
12091,2012,187,Bass1,Basswood,10% prairie bottom,0.55,0,0,0,1
12092,2012,187,Bass2,Basswood,10% prairie strips,0.56,0,0,0,1
12093,2012,187,Bass3,Basswood,20% prairie strips,0.57,3,1,1,2
12094,2012,187,Bass4,Basswood,20% prairie strips,0.61,7,3,2.272727273,3.272727273
12095,2012,187,Bass5,Basswood,10% prairie strips,1.31,5,2,2,3
12096,2012,187,Bass6,Basswood,0% prairie,0.81,0,0,0,1
12097,2012,187,Bass7,Basswood,100% prairie,0.49,0,0,0,1
12098,2012,187,Int1,Interim,10% prairie strips,3.1,18,5,3.446808511,4.446808511
12099,2012,187,Int2,Interim,10% prairie bottom,3.24,8,3,2.666666667,3.666666667
12100,2012,187,Int3,Interim,0% prairie,0.61,1,1,1,2
12101,2012,187,Int4,Interim,100% prairie,1.29,8,2,1.96,2.96
12102,2012,187,Orb1,Orbweaver,10% prairie bottom,1.25,1,1,1,2
12103,2012,187,Orb2,Orbweaver,20% prairie strips,2.51,11,3,2.666666667,3.666666667
12104,2012,187,Orb3,Orbweaver,0% prairie,1.24,0,0,0,1
12105,2012,187,TV,Orbweaver,100% prairie,1.12,7,4,3.769230769,4.769230769
12106,2012,193,Bass1,Basswood,10% prairie bottom,0.55,3,2,1.8,2.8
12107,2012,193,Bass2,Basswood,10% prairie strips,0.56,2,1,1,2
12108,2012,193,Bass3,Basswood,20% prairie strips,0.57,3,2,1.8,2.8
12109,2012,193,Bass4,Basswood,20% prairie strips,0.61,9,5,4.454545455,5.454545455
12110,2012,193,Bass5,Basswood,10% prairie strips,1.31,10,5,4.571428571,5.571428571
12111,2012,193,Bass6,Basswood,0% prairie,0.81,0,0,0,1
12112,2012,193,Bass7,Basswood,100% prairie,0.49,6,3,2.571428571,3.571428571
12113,2012,193,Int1,Interim,10% prairie strips,3.1,13,3,2.086419753,3.086419753
12114,2012,193,Int2,Interim,10% prairie bottom,3.24,5,3,2.777777778,3.777777778
12115,2012,193,Int3,Interim,0% prairie,0.61,4,2,1.6,2.6
12116,2012,193,Int4,Interim,100% prairie,1.29,6,2,1.470588235,2.470588235
12117,2012,193,Orb1,Orbweaver,10% prairie bottom,1.25,6,4,4,5
12118,2012,193,Orb2,Orbweaver,20% prairie strips,2.51,10,3,2.631578947,3.631578947
12119,2012,193,Orb3,Orbweaver,0% prairie,1.24,1,1,1,2
12120,2012,193,TV,Orbweaver,100% prairie,1.12,1,1,1,2
12121,2012,199,Bass1,Basswood,10% prairie bottom,0.55,0,0,0,1
12122,2012,199,Bass2,Basswood,10% prairie strips,0.56,0,0,0,1
12123,2012,199,Bass3,Basswood,20% prairie strips,0.57,1,1,1,2
12124,2012,199,Bass4,Basswood,20% prairie strips,0.61,2,1,1,2
